Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,R7 260X 2GD5 OC,MSI,MSI R7 260X 2GB OC,177,20,39134,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,,AMD,RX 460,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,GV-RX460WF2OC-4GD,Gigabyte,Gigabyte RX 460 4GB Windforce OC,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU, GV-RX460WF2OC-2GD,Gigabyte,Gigabyte RX 460 2GB Windforce OC,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,STRIX-RX460-O4G-GAMING,Asus,Asus RX 460 4GB ROG STRIX OC,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,GV-RX460WF2OC-2GD,Gigabyte,Gigabyte RX 460 2GB Windforce OC,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,AXRX 460 2GBD5-DH/OC,PowerColor,PowerColor RX 460 2GB Red Dragon,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,11257-02-20G,Sapphire,Sapphire RX 460 4GB Nitro,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,100409-2GOCL,Sapphire,Sapphire RX 460 2GB 1210 MHz,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,11257-00-20G,Sapphire,Sapphire RX 460 2GB 1090 MHz,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,RX-460P4DFG5,XFX,XFX RX 460 2GB,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,RX-460P2SFG5,XFX,XFX RX 460 2GB,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,RX-460P4SFG5,XFX,XFX RX 460 4GB SF,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,GV-RX460WF2OC-4GD,Gigabyte,Gigabyte RX 460 4GB Windforce 2x,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,DUAL-RX460-O2G,Asus,Asus RX 460 2GB Dual Fan OC,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,Radeon RX 460 2G OC,MSI,MSI RX 460 2GB 2G OC,178,19.9,62777,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,,AMD,R9 M290,179,19.9,86,https://gpu.userbenchmark.com/SpeedTest/31120/AMD-RADEON-R9-M290
GPU,,AMD,Radeon RX 560-B,180,19.8,47822,https://gpu.userbenchmark.com/SpeedTest/330029/Radeon-RX-560
GPU,,AMD,R7 265,181,19.8,8779,https://gpu.userbenchmark.com/AMD-R7-265/Rating/3296
GPU,11232-00-20G,Sapphire,Sapphire R7 265 2GB Dual-X ,181,19.8,8779,https://gpu.userbenchmark.com/AMD-R7-265/Rating/3296
GPU,R7 265 2GD5 OC,MSI,MSI R7 265 2GB OC,181,19.8,8779,https://gpu.userbenchmark.com/AMD-R7-265/Rating/3296
GPU,,Nvidia,GeForce MX350,182,19.6,2692,https://gpu.userbenchmark.com/SpeedTest/1069350/NVIDIA-GeForce-MX350
GPU,,Nvidia,GTX 680M,183,19.5,1241,https://gpu.userbenchmark.com/SpeedTest/8687/NVIDIA-GeForce-GTX-680M
GPU,,AMD,HD 5870,184,19.5,10206,https://gpu.userbenchmark.com/SpeedTest/7681/AMD-Radeon-HD-5800
GPU,,AMD,HD 7850,185,19.3,53002,https://gpu.userbenchmark.com/AMD-HD-7850/Rating/2182
GPU,,AMD,HD 6950,186,19.2,21428,https://gpu.userbenchmark.com/AMD-HD-6950/Rating/3152
GPU,,Nvidia,GTX 570,187,19.1,22374,https://gpu.userbenchmark.com/Nvidia-GTX-570/Rating/3156
GPU,,Nvidia,GTX 480,188,18.6,3871,https://gpu.userbenchmark.com/Nvidia-GTX-480/Rating/3157
GPU,,Nvidia,GTX 750-Ti,189,18.3,287385,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,02G-P4-3753-KR,EVGA,EVGA GTX 750 Ti 2GB SC,189,18.3,287385,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,GTX750TI-OC-2GD5,Asus,ASUS GTX 750 Ti 2GB OC,189,18.3,287385,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,N750TI-2GD5TLP,MSI,MSI GTX 750 Ti 2GB,189,18.3,287385,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,N750TI TF 2GD5/OC,MSI,MSI GTX 750 Ti 2GB Gaming,189,18.3,287385,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,02G-P4-3751-KR,EVGA,EVGA GTX 750 Ti 2GB,189,18.3,287385,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,02G-P4-3757-KR,EVGA,EVGA GTX 750 Ti 2GB FTW,189,18.3,287385,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,GV-N75TOC2-2GI,Gigabyte,Gigabyte GTX 750 Ti 2GB OC 2,189,18.3,287385,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,GV-N75TOC-1GI,Gigabyte,Gigabyte GTX 750 Ti 2GB,189,18.3,287385,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,,AMD,RX Vega 8 5000 (iGPU),190,18.1,61791,https://gpu.userbenchmark.com/SpeedTest/1415260/AMD-RadeonTM-Graphics
GPU,,Nvidia,GTX 650 Ti Boost,191,18.1,13827,https://gpu.userbenchmark.com/Nvidia-GTX-650-Ti-Boost/Rating/2190
GPU,,Nvidia,GTX 560 Ti (448 Core LE),192,18.1,2100,https://gpu.userbenchmark.com/SpeedTest/8215/NVIDIA-GeForce-GTX-560-Ti
GPU,,Nvidia,GTX 960M,193,17.8,73837,https://gpu.userbenchmark.com/SpeedTest/27242/NVIDIA-GeForce-GTX-960M
GPU,,Intel,Iris Xe,194,17.6,89069,https://gpu.userbenchmark.com/SpeedTest/1268515/IntelR-IrisR-Xe-Graphics
GPU,,AMD,R7 360,195,17.4,24920,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,R7 360 2GD5 OC,MSI,MSI R7 360 2G OC,195,17.4,24920,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,11243-00-20G,Sapphire,Sapphire R7 360 2GB OC,195,17.4,24920,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,11243-05-20G,Sapphire,Sapphire R7 360 2GB NITRO,195,17.4,24920,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,GV-R736OC-2GD,Gigabyte,Gigabyte R7 360 2GB,195,17.4,24920,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,GV-R736OC-2GD REV2.0,Gigabyte,Gigabyte R7 360 2GB V2,195,17.4,24920,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,R7-360P-2SF5,XFX,XFX R7 360 2GB 360P,195,17.4,24920,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,R7360-OC-2GD5-V2,Asus,Asus R7 360 2GB OC V2,195,17.4,24920,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,,Nvidia,Quadro K2200,196,17.3,14963,https://gpu.userbenchmark.com/Nvidia-Quadro-K2200/Rating/2839
GPU,,Nvidia,GTX 560 Ti,197,17.1,39506,https://gpu.userbenchmark.com/Nvidia-GTX-560-Ti/Rating/2180
GPU,,Nvidia,GTX 770M,198,17.1,5489,https://gpu.userbenchmark.com/SpeedTest/7724/NVIDIA-GeForce-GTX-770M
GPU,,AMD,Radeon HD 8950,199,16.8,565,https://gpu.userbenchmark.com/SpeedTest/8897/AMD-Radeon-HD-8950
GPU,,Intel,Iris Xe DG1,200,16.7,60,https://gpu.userbenchmark.com/SpeedTest/1499887/IntelR-IrisR-Xe-Graphics
GPU,,AMD,HD 5970 (Crossfire Disabled),201,16.6,1591,https://gpu.userbenchmark.com/SpeedTest/7906/AMD-Radeon-HD-5900
GPU,,AMD,FirePro M6100 (FireGL V),202,16.5,236,https://gpu.userbenchmark.com/SpeedTest/10287/AMD-FirePro-M6100-FireGL-V
GPU,,Nvidia,GTX 860M,203,16.5,19327,https://gpu.userbenchmark.com/SpeedTest/8647/NVIDIA-GeForce-GTX-860M
GPU,,Nvidia,Quadro K5000M,204,16.4,333,https://gpu.userbenchmark.com/SpeedTest/11324/NVIDIA-Quadro-K5000M
GPU,,AMD,RX Vega 11 (Ryzen iGPU),205,16.1,43723,https://gpu.userbenchmark.com/SpeedTest/401440/AMD-RadeonTM-RX-Vega-11-Graphics
GPU,,Nvidia,GTX 675MX,206,15.9,547,https://gpu.userbenchmark.com/SpeedTest/10174/NVIDIA-GeForce-GTX-675MX
GPU,,Nvidia,GTX 650-Ti,207,15.5,34371,https://gpu.userbenchmark.com/Nvidia-GTX-650-Ti/Rating/2189
GPU,,AMD,HD 5850,208,15.4,13576,https://gpu.userbenchmark.com/SpeedTest/7680/AMD-Radeon-HD-5800
GPU,,Nvidia,GTX 750,209,15.3,69201,https://gpu.userbenchmark.com/Nvidia-GTX-750/Rating/3162
GPU,01G-P4-2751-KR,EVGA,EVGA GTX 750 1GB Dual-Link,209,15.3,69201,https://gpu.userbenchmark.com/Nvidia-GTX-750/Rating/3162
GPU,01G-P4-2753-KR,EVGA,EVGA GTX 750 1GB Dual-Link SC,209,15.3,69201,https://gpu.userbenchmark.com/Nvidia-GTX-750/Rating/3162
GPU,,Nvidia,GTX 850M,210,15.2,12855,https://gpu.userbenchmark.com/SpeedTest/9138/NVIDIA-GeForce-GTX-850M
GPU,,AMD,HD 6870,211,15.2,27005,https://gpu.userbenchmark.com/SpeedTest/7744/AMD-Radeon-HD-6800
GPU,,Nvidia,GTX 950M,212,15.1,36346,https://gpu.userbenchmark.com/SpeedTest/27713/NVIDIA-GeForce-GTX-950M
GPU,,Nvidia,GeForce GTX 470,213,15,5093,https://gpu.userbenchmark.com/SpeedTest/7820/NVIDIA-GeForce-GTX-470
GPU,,Nvidia,MX150-0,214,14.7,28743,https://gpu.userbenchmark.com/SpeedTest/332822/NVIDIA-GeForce-MX150
GPU,,Nvidia,GeForce MX250,215,14.5,8832,https://gpu.userbenchmark.com/SpeedTest/762458/NVIDIA-GeForce-MX250
GPU,,Nvidia,GT 1030,216,14.4,161840,https://gpu.userbenchmark.com/SpeedTest/283726/NVIDIA-GeForce-GT-1030
GPU,,Nvidia,GTX 460 v2,217,14.3,669,https://gpu.userbenchmark.com/SpeedTest/9101/NVIDIA-GeForce-GTX-460-v2
GPU,,Nvidia,GTX 560 Ti-OEM,218,14.3,1393,https://gpu.userbenchmark.com/SpeedTest/9203/NVIDIA-GeForce-GTX-560-Ti
GPU,,Nvidia,GTX 560,219,14.2,25493,https://gpu.userbenchmark.com/Nvidia-GTX-560/Rating/3155
GPU,,Nvidia,GTX 765M,220,14.1,6595,https://gpu.userbenchmark.com/SpeedTest/7742/NVIDIA-GeForce-GTX-765M
GPU,,Nvidia,GeForce GTX 580M,221,13.7,374,https://gpu.userbenchmark.com/SpeedTest/7757/NVIDIA-GeForce-GTX-580M
GPU,,Nvidia,Quadro 6000,222,13.7,1386,https://gpu.userbenchmark.com/SpeedTest/7657/NVIDIA-Quadro-6000
GPU,,Nvidia,Quadro K1200,223,13.4,3455,https://gpu.userbenchmark.com/SpeedTest/28490/NVIDIA-Quadro-K1200
GPU,,Nvidia,GTX 675M,224,13.4,963,https://gpu.userbenchmark.com/SpeedTest/8829/NVIDIA-GeForce-GTX-675M
GPU,,Nvidia,Quadro K4000,225,13,9926,https://gpu.userbenchmark.com/SpeedTest/7730/NVIDIA-Quadro-K4000
GPU,,AMD,HD 5830,226,12.9,2800,https://gpu.userbenchmark.com/SpeedTest/8247/AMD-Radeon-HD-5800
GPU,,AMD,RX 550,227,12.8,16893,https://gpu.userbenchmark.com/AMD-RX-550/Rating/3925
GPU,,AMD,HD 7770,228,12.8,41256,https://gpu.userbenchmark.com/SpeedTest/7710/AMD-Radeon-HD-7700
GPU,,AMD,FirePro V7900 (FireGL V),229,12.7,540,https://gpu.userbenchmark.com/SpeedTest/9001/AMD-FirePro-V7900-FireGL-V
GPU,,Nvidia,GTX 460,230,12.5,30650,https://gpu.userbenchmark.com/Nvidia-GTX-460/Rating/2167
GPU,,AMD,RX Vega 8 4000 (iGPU),231,12.4,128293,https://gpu.userbenchmark.com/SpeedTest/1005641/AMD-RadeonTM-Graphics
GPU,,AMD,Radeon HD 8760,232,12.4,196,https://gpu.userbenchmark.com/SpeedTest/12506/AMD-Radeon-HD-8760
GPU,,Intel,Iris Pro 580 (Mobile Skylake),233,12.3,768,https://gpu.userbenchmark.com/SpeedTest/132950/IntelR-IrisTM-Pro-Graphics-580
GPU,,AMD,R7 250X,234,12.2,12221,https://gpu.userbenchmark.com/SpeedTest/8719/AMD-Radeon-R7-200
GPU,,Nvidia,Quadro K4000M,235,12.2,650,https://gpu.userbenchmark.com/SpeedTest/8941/NVIDIA-Quadro-K4000M
GPU,,Nvidia,GTX 670MX,236,12.1,2148,https://gpu.userbenchmark.com/SpeedTest/7874/NVIDIA-GeForce-GTX-670MX
GPU,,Nvidia,GeForce GTX 555,237,12,709,https://gpu.userbenchmark.com/SpeedTest/10555/NVIDIA-GeForce--GTX-555
GPU,,Nvidia,GTX 465,238,11.9,1361,https://gpu.userbenchmark.com/SpeedTest/8000/NVIDIA-GeForce-GTX-465
GPU,,AMD,HD 6850,239,11.6,28354,https://gpu.userbenchmark.com/SpeedTest/7743/AMD-Radeon-HD-6800
GPU,,Nvidia,GTX 760M,240,11.6,1686,https://gpu.userbenchmark.com/SpeedTest/9587/NVIDIA-GeForce-GTX-760M
GPU,,Nvidia,Quadro K3100M,241,11.5,2625,https://gpu.userbenchmark.com/SpeedTest/8639/NVIDIA-Quadro-K3100M
GPU,,Nvidia,GeForce GTX 485M,242,11.5,59,https://gpu.userbenchmark.com/SpeedTest/10025/NVIDIA-GeForce-GTX-485M
GPU,,Nvidia,GeForce GTX 560 SE,243,11.4,1736,https://gpu.userbenchmark.com/SpeedTest/10488/NVIDIA-GeForce-GTX-560-SE
GPU,,Nvidia,GeForce GTX 295 (SLI Disabled),244,11.2,1026,https://gpu.userbenchmark.com/SpeedTest/7987/NVIDIA-GeForce-GTX-295
GPU,,Nvidia,MX150-2,245,10.9,5155,https://gpu.userbenchmark.com/SpeedTest/309890/NVIDIA-GeForce-MX150
GPU,,AMD,RX Vega 10 (Ryzen iGPU),246,10.9,525,https://gpu.userbenchmark.com/SpeedTest/432559/AMD-RadeonTM-Vega-10-Mobile-Graphics
GPU,,Nvidia,Quadro K620,247,10.8,15232,https://gpu.userbenchmark.com/Nvidia-Quadro-K620/Rating/2840
GPU,,ATI,Radeon HD 5700,248,10.8,22,https://gpu.userbenchmark.com/SpeedTest/15646/ATI-Radeon-HD-5700-Series
GPU,,AMD,HD 5770,249,10.5,39764,https://gpu.userbenchmark.com/SpeedTest/7752/AMD-Radeon-HD-5700
GPU,,Nvidia,GTX 670M,250,10.5,2938,https://gpu.userbenchmark.com/SpeedTest/7956/NVIDIA-GeForce-GTX-670M
GPU,,Nvidia,GeForce MX230,251,10.5,5635,https://gpu.userbenchmark.com/SpeedTest/746237/NVIDIA-GeForce-MX230
GPU,,AMD,R9 M370X,252,10.4,1045,https://gpu.userbenchmark.com/SpeedTest/30774/AMD-Radeon-R9-M370X
GPU,,AMD,RX Vega 8 (Ryzen iGPU),253,10.4,88945,https://gpu.userbenchmark.com/SpeedTest/441833/AMD-RadeonTM-Vega-8-Graphics
GPU,,Intel,Iris Plus G7,254,10.4,34725,https://gpu.userbenchmark.com/SpeedTest/888370/IntelR-IrisR-Plus-Graphics
GPU,,Nvidia,GTX 460 SE,255,10.3,3131,https://gpu.userbenchmark.com/SpeedTest/7703/NVIDIA-GeForce-GTX-460-SE
GPU,,AMD,HD 6790,256,10.3,3923,https://gpu.userbenchmark.com/SpeedTest/8056/AMD-Radeon-HD-6700
GPU,,AMD,Radeon HD 6770,257,10.2,15681,https://gpu.userbenchmark.com/SpeedTest/7704/AMD-Radeon-HD-6700
GPU,,AMD,HD 6970M,258,10.1,1483,https://gpu.userbenchmark.com/SpeedTest/8552/AMD-Radeon-HD-6900M
GPU,,ATI,HD 4890,259,10.1,127,https://gpu.userbenchmark.com/SpeedTest/7789/ATI-Radeon-HD-4800
GPU,,Asus,EAH6770,260,10.1,104,https://gpu.userbenchmark.com/SpeedTest/7880/ASUS-EAH6770
GPU,,AMD,FirePro M6000,261,10.1,232,https://gpu.userbenchmark.com/SpeedTest/7770/AMD-ATI-FirePro-M6000-FireGL-V-Mobility-Pro-Graphics
GPU,,Nvidia,MX130,262,10,12200,https://gpu.userbenchmark.com/SpeedTest/439531/NVIDIA-GeForce-MX130
GPU,,Nvidia,GTX 745 (OEM),263,9.99,25804,https://gpu.userbenchmark.com/Nvidia-GTX-745-OEM/Rating/2638
GPU,,Nvidia,GeForce GTX 645,264,9.91,4561,https://gpu.userbenchmark.com/SpeedTest/8982/NVIDIA-GeForce-GTX-645
GPU,,Nvidia,GTX 940M,265,9.84,15575,https://gpu.userbenchmark.com/SpeedTest/28796/NVIDIA-GeForce-940M
GPU,,AMD,Radeon 540,266,9.81,160,https://gpu.userbenchmark.com/SpeedTest/316090/RadeonTM-540-Graphics
GPU,,Nvidia,940MX,267,9.79,32352,https://gpu.userbenchmark.com/SpeedTest/88506/NVIDIA-GeForce-940MX
GPU,,Nvidia,GeForce GTX 285,268,9.76,2675,https://gpu.userbenchmark.com/SpeedTest/7733/NVIDIA-GeForce-GTX-285
GPU,,Nvidia,Quadro 5000,269,9.76,2611,https://gpu.userbenchmark.com/SpeedTest/9708/NVIDIA-Quadro-5000
GPU,,Nvidia,GeForce GTX 570M,270,9.66,618,https://gpu.userbenchmark.com/SpeedTest/10161/NVIDIA-GeForce-GTX-570M
GPU,,Nvidia,GeForce 840M,271,9.6,20756,https://gpu.userbenchmark.com/SpeedTest/8643/NVIDIA-GeForce-840M
GPU,,Nvidia,GeForce GT 755M,272,9.59,3227,https://gpu.userbenchmark.com/SpeedTest/7727/NVIDIA-GeForce-GT-755M
GPU,,AMD,FirePro M5100 (FireGL V),273,9.58,333,https://gpu.userbenchmark.com/SpeedTest/12267/AMD-FirePro-M5100-FireGL-V
GPU,,Intel,Iris Pro HD 6200 (Desktop),274,9.49,1132,https://gpu.userbenchmark.com/SpeedTest/30277/IntelR-IrisTM-Pro-Graphics-6200
GPU,,AMD,FirePro M8900,275,9.48,195,https://gpu.userbenchmark.com/SpeedTest/9032/AMD-ATI-FirePro-M8900-FireGL-Mobility-Pro-Graphics
GPU,,Nvidia,GTX 275,276,9.44,2995,https://gpu.userbenchmark.com/Nvidia-GTX-275/Rating/3261
GPU,,Nvidia,GTX 550-Ti,277,9.03,49577,https://gpu.userbenchmark.com/Nvidia-GTX-550-Ti/Rating/3161
GPU,,AMD,Radeon HD 7800M,278,9.03,476,https://gpu.userbenchmark.com/SpeedTest/10077/AMD-Radeon-HD-7800M
GPU,,Intel, Iris Plus 650 (Mobile Kaby Lake),279,8.96,1597,https://gpu.userbenchmark.com/SpeedTest/367939/IntelR-IrisR-Plus-Graphics-650
GPU,,ATI,HD 4870,280,8.78,22943,https://gpu.userbenchmark.com/SpeedTest/7788/ATI-Radeon-HD-4800
GPU,,Nvidia,GeForce GTX 280,281,8.75,1389,https://gpu.userbenchmark.com/SpeedTest/8413/NVIDIA-GeForce-GTX-280
GPU,,Nvidia,GTX 650,282,8.72,69173,https://gpu.userbenchmark.com/Nvidia-GTX-650/Rating/3154
GPU,,ATI,FirePro V5800 (FireGL V),283,8.66,421,https://gpu.userbenchmark.com/SpeedTest/12336/ATI-FirePro-V5800-FireGL-V
GPU,,Nvidia,930MX,284,8.65,6394,https://gpu.userbenchmark.com/SpeedTest/155423/NVIDIA-GeForce-930MX
GPU,,Intel,Iris 550 (Mobile Skylake),285,8.52,737,https://gpu.userbenchmark.com/SpeedTest/129148/IntelR-IrisTM-Graphics-550
GPU,,AMD,Mobility Radeon HD 5870,286,8.49,2886,https://gpu.userbenchmark.com/SpeedTest/8764/AMD-Mobility-Radeon-HD-5800
GPU,,Nvidia,Quadro FX 5800,287,8.42,732,https://gpu.userbenchmark.com/SpeedTest/10447/NVIDIA-Quadro-FX-5800
GPU,,Nvidia,GeForce GT 750M,288,8.39,14228,https://gpu.userbenchmark.com/SpeedTest/7928/NVIDIA-GeForce-GT-750M
GPU,,AMD,R7 250,289,8.35,23778,https://gpu.userbenchmark.com/SpeedTest/8217/AMD-Radeon-R7-200
GPU,,Nvidia,GeForce GTX 480M,290,8.32,31,https://gpu.userbenchmark.com/SpeedTest/20276/NVIDIA-GeForce-GTX-480M
GPU,,Nvidia,Quadro 4000M,291,8.23,1092,https://gpu.userbenchmark.com/SpeedTest/11532/NVIDIA-Quadro-4000M
GPU,,AMD,HD 5750,292,8.16,11788,https://gpu.userbenchmark.com/SpeedTest/7753/AMD-Radeon-HD-5700
GPU,,AMD,R7 250E,293,8.07,10074,https://gpu.userbenchmark.com/SpeedTest/8884/AMD-Radeon-R7-200
GPU,,Nvidia,GeForce GT 740,294,8.03,28393,https://gpu.userbenchmark.com/SpeedTest/13294/NVIDIA-GeForce-GT-740
GPU,,Intel,Iris Plus 640 (Mobile Kaby Lake),295,8,8167,https://gpu.userbenchmark.com/SpeedTest/262015/IntelR-IrisTM-Plus-Graphics-640
GPU,,ATI,Radeon HD 4850,296,7.91,1009,https://gpu.userbenchmark.com/SpeedTest/7790/ATI-Radeon-HD-4800
GPU,,Nvidia,Quadro K3000M,297,7.88,2327,https://gpu.userbenchmark.com/SpeedTest/8326/NVIDIA-Quadro-K3000M
GPU,,AMD,Radeon HD 6700,298,7.88,4064,https://gpu.userbenchmark.com/SpeedTest/9272/AMD-Radeon-HD-6700
GPU,,ATI,Radeon HD 4850-X2,299,7.85,99,https://gpu.userbenchmark.com/SpeedTest/11246/ATI-Radeon-HD-4850-X2
GPU,,AMD,HD 7750,300,7.85,21942,https://gpu.userbenchmark.com/SpeedTest/7709/AMD-Radeon-HD-7700
GPU,,Nvidia,GeForce GTS 450,301,7.72,27740,https://gpu.userbenchmark.com/SpeedTest/7762/NVIDIA-GeForce-GTS-450
GPU,,Nvidia,GeForce 9800 GTX,302,7.68,3855,https://gpu.userbenchmark.com/SpeedTest/8342/NVIDIA-GeForce-9800-GTX9800-GTX-
GPU,,Nvidia,GTX 660M,303,7.61,6944,https://gpu.userbenchmark.com/SpeedTest/7749/NVIDIA-GeForce-GTX-660M
GPU,,Nvidia,GeForce GT 745M,304,7.59,1007,https://gpu.userbenchmark.com/SpeedTest/8211/NVIDIA-GeForce-GT-745M
GPU,,Nvidia,Quadro K2000,305,7.57,12436,https://gpu.userbenchmark.com/SpeedTest/8356/NVIDIA-Quadro-K2000
GPU,,Nvidia,GTX 260,306,7.53,11816,https://gpu.userbenchmark.com/Nvidia-GTX-260/Rating/3160
GPU,,Nvidia,GeForce GTX 560M,307,7.52,6155,https://gpu.userbenchmark.com/SpeedTest/7964/NVIDIA-GeForce-GTX-560M
GPU,,Nvidia,Quadro K2100M,308,7.48,6070,https://gpu.userbenchmark.com/SpeedTest/7811/NVIDIA-Quadro-K2100M
GPU,,Intel,Iris Plus G4,309,7.34,10078,https://gpu.userbenchmark.com/SpeedTest/921079/IntelR-IrisR-Plus-Graphics
GPU,,ATI,Radeon HD 4800,310,7.32,118,https://gpu.userbenchmark.com/SpeedTest/8124/ATI-Radeon-HD-4800
GPU,,AMD,RX Vega 6 (Ryzen iGPU),311,7.32,2189,https://gpu.userbenchmark.com/SpeedTest/511817/AMD-RadeonTM-Vega-6-Graphics
GPU,,Intel,UHD Graphics 770,312,7.31,3080,https://gpu.userbenchmark.com/SpeedTest/1701638/IntelR-UHD-Graphics-770
GPU,,Nvidia,GeForce GTS 250,313,7.18,15771,https://gpu.userbenchmark.com/SpeedTest/7741/NVIDIA-GeForce-GTS-250
GPU,,AMD,Radeon HD 7700M,314,7.15,667,https://gpu.userbenchmark.com/SpeedTest/11261/AMD-Radeon-HD-7700M
GPU,,ATI,Radeon HD 4770,315,7.14,1455,https://gpu.userbenchmark.com/SpeedTest/8796/ATI-Radeon-HD-4770
GPU,,Nvidia,GeForce 8800 GTS-512,316,7.09,1256,https://gpu.userbenchmark.com/SpeedTest/8016/NVIDIA-GeForce-8800-GTS-512
GPU,,Nvidia,GeForce GT 640,317,7.08,32875,https://gpu.userbenchmark.com/SpeedTest/7731/NVIDIA-GeForce-GT-640
GPU,,Intel,Iris 540 (Mobile Skylake),318,7.01,4617,https://gpu.userbenchmark.com/SpeedTest/37386/IntelR-IrisTM-Graphics-540
GPU,,AMD,FirePro M4000,319,7,1375,https://gpu.userbenchmark.com/SpeedTest/8394/AMD-FirePro-M4000
GPU,,AMD,Mobility Radeon HD 5850,320,6.93,1211,https://gpu.userbenchmark.com/SpeedTest/8789/AMD-Mobility-Radeon-HD-5800
GPU,,Nvidia,Quadro FX 3800M,321,6.91,373,https://gpu.userbenchmark.com/SpeedTest/9394/NVIDIA-Quadro-FX-3800M
GPU,,Nvidia,GeForce GTX 460M,322,6.9,3772,https://gpu.userbenchmark.com/SpeedTest/8234/NVIDIA-GeForce-GTX-460M
GPU,,Nvidia,Quadro 4000,323,6.84,12401,https://gpu.userbenchmark.com/SpeedTest/7693/NVIDIA-Quadro-4000
GPU,,Nvidia,GeForce GT 650M,324,6.82,12663,https://gpu.userbenchmark.com/SpeedTest/7754/NVIDIA-GeForce-GT-650M
GPU,,Intel,UHD Graphics 750,325,6.79,10204,https://gpu.userbenchmark.com/SpeedTest/1498842/IntelR-UHD-Graphics-750
GPU,,Nvidia,GeForce 830M,326,6.72,1193,https://gpu.userbenchmark.com/SpeedTest/25102/NVIDIA-GeForce-830M
GPU,,AMD,Radeon R7 Graphics,327,6.59,23710,https://gpu.userbenchmark.com/SpeedTest/8791/AMD-RadeonTM-R7-Graphics
GPU,,Nvidia,Quadro FX 3800,328,6.55,2924,https://gpu.userbenchmark.com/SpeedTest/7804/NVIDIA-Quadro-FX-3800
GPU,,ATI,FirePro M7740,329,6.55,205,https://gpu.userbenchmark.com/SpeedTest/8759/ATI-FirePro-M7740
GPU,,Nvidia,GeForce GTS 240,330,6.49,1012,https://gpu.userbenchmark.com/SpeedTest/8940/NVIDIA-GeForce-GTS-240
GPU,,Nvidia,GeForce GTX 285M,331,6.47,127,https://gpu.userbenchmark.com/SpeedTest/10715/NVIDIA-GeForce-GTX-285M
GPU,,AMD,Radeon  530,332,6.46,2988,https://gpu.userbenchmark.com/SpeedTest/375394/Radeon-TM-530
GPU,,AMD,Radeon HD 8570,333,6.42,3271,https://gpu.userbenchmark.com/SpeedTest/9843/AMD-Radeon-HD-8570
GPU,,Nvidia,GeForce GTX 280M,334,6.39,156,https://gpu.userbenchmark.com/SpeedTest/13363/NVIDIA-GeForce-GTX-280M
GPU,,AMD,HD 7730,335,6.35,3026,https://gpu.userbenchmark.com/SpeedTest/8038/AMD-Radeon-HD-7700
GPU,,AMD,FirePro V4900,336,6.35,2017,https://gpu.userbenchmark.com/AMD-FirePro-V4900/Rating/2843
